datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,day,hour,year
2011-01-01 00:00:00,1,0,0,1,9.84,4.406719247264253,0.0,16,1,0,2011
2011-01-01 01:00:00,1,0,0,1,9.02,4.394449154672439,0.0,40,1,1,2011
2011-01-01 02:00:00,1,0,0,1,9.02,4.394449154672439,0.0,32,1,2,2011
2011-01-01 03:00:00,1,0,0,1,9.84,4.330733340286331,0.0,13,1,3,2011
2011-01-01 04:00:00,1,0,0,1,9.84,4.330733340286331,0.0,1,1,4,2011
2011-01-01 05:00:00,1,0,0,2,9.84,4.330733340286331,1.9463671874544939,1,1,5,2011
2011-01-01 06:00:00,1,0,0,1,9.02,4.394449154672439,0.0,2,1,6,2011
2011-01-01 07:00:00,1,0,0,1,8.2,4.465908118654584,0.0,3,1,7,2011
2011-01-01 08:00:00,1,0,0,1,9.84,4.330733340286331,0.0,8,1,8,2011
2011-01-01 09:00:00,1,0,0,1,13.12,4.343805421853684,0.0,14,1,9,2011
2011-01-01 10:00:00,1,0,0,1,15.58,4.343805421853684,2.8902550844234134,36,1,10,2011
2011-01-01 11:00:00,1,0,0,1,14.76,4.406719247264253,2.995792271754063,56,1,11,2011
2011-01-01 12:00:00,1,0,0,1,17.22,4.356708826689592,2.995792271754063,84,1,12,2011
2011-01-01 13:00:00,1,0,0,2,18.86,4.290459441148391,3.044498627916162,94,1,13,2011
2011-01-01 14:00:00,1,0,0,2,18.86,4.290459441148391,2.995792271754063,106,1,14,2011
2011-01-01 15:00:00,1,0,0,2,18.04,4.356708826689592,3.044498627916162,110,1,15,2011
2011-01-01 16:00:00,1,0,0,2,17.22,4.418840607796598,3.044498627916162,93,1,16,2011
2011-01-01 17:00:00,1,0,0,2,18.04,4.418840607796598,2.995792271754063,67,1,17,2011
2011-01-01 18:00:00,1,0,0,3,17.22,4.48863636973214,2.8902550844234134,35,1,18,2011
2011-01-01 19:00:00,1,0,0,3,17.22,4.48863636973214,2.8902550844234134,37,1,19,2011
2011-01-01 20:00:00,1,0,0,2,16.4,4.477336814478207,2.8902550844234134,36,1,20,2011
2011-01-01 21:00:00,1,0,0,2,16.4,4.477336814478207,2.6389144622673477,34,1,21,2011
2011-01-01 22:00:00,1,0,0,2,16.4,4.553876891600541,2.7726699689391787,28,1,22,2011
2011-01-01 23:00:00,1,0,0,2,18.86,4.48863636973214,3.044498627916162,39,1,23,2011
2011-01-02 00:00:00,1,0,0,2,18.86,4.48863636973214,3.044498627916162,17,2,0,2011
2011-01-02 01:00:00,1,0,0,2,18.04,4.553876891600541,2.8902550844234134,17,2,1,2011
2011-01-02 02:00:00,1,0,0,2,17.22,4.61512051684126,2.995792271754063,9,2,2,2011
2011-01-02 03:00:00,1,0,0,2,18.86,4.553876891600541,2.6389144622673477,6,2,3,2011
2011-01-02 04:00:00,1,0,0,2,18.86,4.553876891600541,2.6389144622673477,3,2,4,2011
2011-01-02 06:00:00,1,0,0,3,17.22,4.356708826689592,3.044498627916162,2,2,6,2011
2011-01-02 07:00:00,1,0,0,2,16.4,4.343805421853684,2.6389144622673477,1,2,7,2011
2011-01-02 08:00:00,1,0,0,3,16.4,4.276666119016055,2.7726699689391787,8,2,8,2011
2011-01-02 09:00:00,1,0,0,2,15.58,4.343805421853684,2.7726699689391787,20,2,9,2011
2011-01-02 10:00:00,1,0,0,2,14.76,4.406719247264253,2.7726699689391787,53,2,10,2011
2011-01-02 11:00:00,1,0,0,2,14.76,4.276666119016055,2.8902550844234134,70,2,11,2011
2011-01-02 12:00:00,1,0,0,2,14.76,4.204692619390966,3.044498627916162,93,2,12,2011
2011-01-02 13:00:00,1,0,0,2,14.76,4.204692619390966,2.302395074941759,75,2,13,2011
2011-01-02 14:00:00,1,0,0,3,14.76,4.343805421853684,2.6389144622673477,59,2,14,2011
2011-01-02 15:00:00,1,0,0,3,13.94,4.406719247264253,2.4850233096496406,74,2,15,2011
2011-01-02 16:00:00,1,0,0,3,13.94,4.276666119016055,2.4850233096496406,76,2,16,2011
2011-01-02 17:00:00,1,0,0,1,13.94,4.060443010546419,2.6389144622673477,65,2,17,2011
2011-01-02 18:00:00,1,0,0,2,14.76,3.8501476017100584,3.135615947649978,53,2,18,2011
2011-01-02 19:00:00,1,0,0,1,13.12,3.7612001156935624,3.4340710719359153,30,2,19,2011
2011-01-02 20:00:00,1,0,0,1,12.3,3.6888794541139363,3.218851824580196,22,2,20,2011
2011-01-02 21:00:00,1,0,0,1,10.66,3.8066624897703196,3.135615947649978,31,2,21,2011
2011-01-02 22:00:00,1,0,0,1,9.84,3.8066624897703196,3.044498627916162,9,2,22,2011
2011-01-02 23:00:00,1,0,0,1,9.02,3.871201010907891,2.4850233096496406,8,2,23,2011
2011-01-03 00:00:00,1,0,1,1,9.02,3.8066624897703196,3.218851824580196,5,3,0,2011
2011-01-03 01:00:00,1,0,1,1,8.2,3.8066624897703196,3.367271691764115,2,3,1,2011
2011-01-03 04:00:00,1,0,1,1,6.56,3.871201010907891,3.2959368610046624,1,3,4,2011
2011-01-03 05:00:00,1,0,1,1,6.56,3.871201010907891,2.995792271754063,3,3,5,2011
2011-01-03 06:00:00,1,0,1,1,5.74,3.9318256327243257,3.2959368610046624,30,3,6,2011
2011-01-03 07:00:00,1,0,1,1,5.74,3.9318256327243257,2.6389144622673477,64,3,7,2011
2011-01-03 08:00:00,1,0,1,1,5.74,3.9318256327243257,2.995792271754063,154,3,8,2011
2011-01-03 09:00:00,1,0,1,1,6.56,3.784189633918261,3.2959368610046624,88,3,9,2011
2011-01-03 10:00:00,1,0,1,1,7.38,3.784189633918261,2.8902550844234134,44,3,10,2011
2011-01-03 11:00:00,1,0,1,1,8.2,3.713572066704308,3.135615947649978,51,3,11,2011
2011-01-03 12:00:00,1,0,1,1,9.02,3.58351893845611,3.044498627916162,61,3,12,2011
2011-01-03 13:00:00,1,0,1,1,9.84,3.58351893845611,2.995792271754063,61,3,13,2011
2011-01-03 14:00:00,1,0,1,1,10.66,3.4339872044851463,2.995792271754063,77,3,14,2011
2011-01-03 15:00:00,1,0,1,1,10.66,3.4339872044851463,2.8902550844234134,72,3,15,2011
2011-01-03 16:00:00,1,0,1,1,10.66,3.4339872044851463,2.8902550844234134,76,3,16,2011
2011-01-03 17:00:00,1,0,1,1,9.84,3.4339872044851463,2.7726699689391787,157,3,17,2011
2011-01-03 18:00:00,1,0,1,1,9.84,3.4965075614664802,2.079629024103908,157,3,18,2011
2011-01-03 19:00:00,1,0,1,1,8.2,3.871201010907891,0.0,110,3,19,2011
2011-01-03 20:00:00,1,0,1,1,8.2,3.871201010907891,2.079629024103908,52,3,20,2011
2011-01-03 21:00:00,1,0,1,1,7.38,4.174387269895637,2.302395074941759,52,3,21,2011
2011-01-03 22:00:00,1,0,1,1,5.74,4.248495242049359,2.302395074941759,20,3,22,2011
2011-01-03 23:00:00,1,0,1,1,7.38,4.02535169073515,2.079629024103908,12,3,23,2011
2011-01-04 00:00:00,1,0,1,1,6.56,4.02535169073515,2.079629024103908,5,4,0,2011
2011-01-04 01:00:00,1,0,1,1,6.56,4.0943445622221,2.079629024103908,2,4,1,2011
2011-01-04 02:00:00,1,0,1,1,5.74,4.1588830833596715,2.302395074941759,1,4,2,2011
2011-01-04 04:00:00,1,0,1,1,5.74,4.1588830833596715,1.9463671874544939,2,4,4,2011
2011-01-04 05:00:00,1,0,1,1,4.92,4.23410650459726,2.079629024103908,4,4,5,2011
2011-01-04 06:00:00,1,0,1,1,4.92,4.31748811353631,2.079629024103908,36,4,6,2011
2011-01-04 07:00:00,1,0,1,1,4.92,4.31748811353631,2.302395074941759,94,4,7,2011
2011-01-04 08:00:00,1,0,1,1,5.74,4.248495242049359,2.4850233096496406,179,4,8,2011
2011-01-04 09:00:00,1,0,1,1,6.56,4.174387269895637,2.7726699689391787,100,4,9,2011
2011-01-04 10:00:00,1,0,1,2,6.56,4.248495242049359,3.135615947649978,42,4,10,2011
2011-01-04 11:00:00,1,0,1,1,9.02,3.9512437185814275,3.044498627916162,57,4,11,2011
2011-01-04 12:00:00,1,0,1,1,9.02,3.9512437185814275,2.4850233096496406,78,4,12,2011
2011-01-04 13:00:00,1,0,1,1,9.84,4.04305126783455,2.6389144622673477,97,4,13,2011
2011-01-04 14:00:00,1,0,1,1,10.66,3.970291913552122,2.7726699689391787,63,4,14,2011
2011-01-04 15:00:00,1,0,1,1,11.48,3.970291913552122,2.8902550844234134,65,4,15,2011
2011-01-04 16:00:00,1,0,1,1,12.3,3.912023005428146,2.8902550844234134,83,4,16,2011
2011-01-04 17:00:00,1,0,1,1,11.48,3.8918202981106265,2.7726699689391787,212,4,17,2011
2011-01-04 18:00:00,1,0,1,1,10.66,3.8918202981106265,2.6389144622673477,182,4,18,2011
2011-01-04 19:00:00,1,0,1,1,9.84,3.8918202981106265,2.079629024103908,112,4,19,2011
2011-01-04 20:00:00,1,0,1,1,9.84,3.8918202981106265,2.079629024103908,54,4,20,2011
2011-01-04 21:00:00,1,0,1,1,9.02,4.174387269895637,0.0,48,4,21,2011
2011-01-04 22:00:00,1,0,1,1,9.02,4.174387269895637,1.9463671874544939,35,4,22,2011
2011-01-04 23:00:00,1,0,1,1,8.2,4.248495242049359,1.9463671874544939,11,4,23,2011
2011-01-05 00:00:00,1,0,1,1,8.2,4.174387269895637,0.0,6,5,0,2011
2011-01-05 01:00:00,1,0,1,1,6.56,4.31748811353631,1.9463671874544939,6,5,1,2011
2011-01-05 02:00:00,1,0,1,1,6.56,4.31748811353631,1.9463671874544939,2,5,2,2011
2011-01-05 04:00:00,1,0,1,1,9.84,3.8918202981106265,2.7726699689391787,2,5,4,2011
2011-01-05 05:00:00,1,0,1,1,9.02,3.871201010907891,2.4850233096496406,3,5,5,2011
2011-01-05 06:00:00,1,0,1,1,8.2,3.871201010907891,2.7726699689391787,33,5,6,2011
2011-01-05 07:00:00,1,0,1,1,7.38,3.784189633918261,2.6389144622673477,88,5,7,2011
2011-01-05 08:00:00,1,0,1,1,8.2,3.713572066704308,3.044498627916162,195,5,8,2011
2011-01-05 09:00:00,1,0,1,1,9.02,3.6375861597263857,3.135615947649978,115,5,9,2011
2011-01-05 10:00:00,1,0,1,1,9.02,3.6375861597263857,3.135615947649978,57,5,10,2011
2011-01-05 11:00:00,1,0,1,1,10.66,3.5263605246161616,3.135615947649978,46,5,11,2011
2011-01-05 12:00:00,1,0,1,1,10.66,3.5263605246161616,3.135615947649978,79,5,12,2011
2011-01-05 13:00:00,1,0,1,1,11.48,3.4339872044851463,3.044498627916162,71,5,13,2011
2011-01-05 14:00:00,1,0,1,1,12.3,3.367295829986474,2.6389144622673477,62,5,14,2011
2011-01-05 15:00:00,1,0,1,1,12.3,3.367295829986474,2.6389144622673477,62,5,15,2011
2011-01-05 16:00:00,1,0,1,1,12.3,3.367295829986474,1.9463671874544939,89,5,16,2011
2011-01-05 17:00:00,1,0,1,1,9.84,3.6635616461296463,2.6389144622673477,190,5,17,2011
2011-01-05 18:00:00,1,0,1,1,9.84,3.6635616461296463,2.302395074941759,169,5,18,2011
2011-01-05 19:00:00,1,0,1,1,9.84,3.6635616461296463,2.079629024103908,132,5,19,2011
2011-01-05 20:00:00,1,0,1,1,9.02,3.871201010907891,2.4850233096496406,89,5,20,2011
2011-01-05 21:00:00,1,0,1,1,8.2,3.9512437185814275,2.6389144622673477,43,5,21,2011
2011-01-05 22:00:00,1,0,1,1,7.38,4.02535169073515,2.302395074941759,42,5,22,2011
2011-01-05 23:00:00,1,0,1,1,8.2,3.871201010907891,0.0,19,5,23,2011
2011-01-06 00:00:00,1,0,1,1,7.38,4.02535169073515,0.0,11,6,0,2011
2011-01-06 01:00:00,1,0,1,1,6.56,4.174387269895637,0.0,4,6,1,2011
2011-01-06 02:00:00,1,0,1,1,6.56,4.174387269895637,0.0,2,6,2,2011
2011-01-06 04:00:00,1,0,1,2,6.56,4.174387269895637,1.9463671874544939,1,6,4,2011
2011-01-06 05:00:00,1,0,1,2,5.74,4.248495242049359,1.9463671874544939,4,6,5,2011
2011-01-06 06:00:00,1,0,1,2,5.74,4.1588830833596715,2.079629024103908,36,6,6,2011
2011-01-06 07:00:00,1,0,1,2,6.56,4.0943445622221,0.0,95,6,7,2011
2011-01-06 08:00:00,1,0,1,1,6.56,4.0943445622221,0.0,219,6,8,2011
2011-01-06 09:00:00,1,0,1,2,7.38,3.9512437185814275,0.0,122,6,9,2011
2011-01-06 10:00:00,1,0,1,1,8.2,3.871201010907891,0.0,45,6,10,2011
2011-01-06 11:00:00,1,0,1,1,9.02,3.8066624897703196,1.9463671874544939,59,6,11,2011
2011-01-06 12:00:00,1,0,1,1,10.66,3.58351893845611,0.0,84,6,12,2011
2011-01-06 13:00:00,1,0,1,1,10.66,3.58351893845611,2.079629024103908,67,6,13,2011
